OBJECTID,ID_LOKALITY,DATUM_CAS,DATUM_CAS_TEXT,CAS,DEN,DEN_TEXT,MESIC,MESIC_TEXT,POCET_PRUJEZDU_ZLEVA,POCET_PRUJEZDU_ZPRAVA,POCET_PRUJEZDU_SOUCET
6813,M016,2022/07/11 20:00:00+00,11.07.2022 20:00-21:00,20:00-21:00,2022/07/11 00:00:00+00,11.07.2022 ,2022/07,Červenec 2022,19,12,31
6814,M016,2022/07/11 21:00:00+00,11.07.2022 21:00-22:00,21:00-22:00,2022/07/11 00:00:00+00,11.07.2022 ,2022/07,Červenec 2022,11,8,19
6815,M016,2022/07/11 21:59:59+00,11.07.2022 22:00-23:00,22:00-23:00,2022/07/11 00:00:00+00,11.07.2022 ,2022/07,Červenec 2022,3,2,5
6816,M016,2022/07/11 23:00:00+00,11.07.2022 23:00-24:00,23:00-24:00,2022/07/11 00:00:00+00,11.07.2022 ,2022/07,Červenec 2022,2,2,4
6817,M016,2022/07/13 00:00:00+00,13.07.2022 00:00-01:00,00:00-01:00,2022/07/13 00:00:00+00,13.07.2022 ,2022/07,Červenec 2022,1,0,1
6818,M016,2022/07/13 00:59:59+00,13.07.2022 01:00-02:00,01:00-02:00,2022/07/13 00:00:00+00,13.07.2022 ,2022/07,Červenec 2022,2,0,2
6819,M016,2022/07/13 02:00:00+00,13.07.2022 02:00-03:00,02:00-03:00,2022/07/13 00:00:00+00,13.07.2022 ,2022/07,Červenec 2022,0,0,0
6820,M016,2022/07/13 03:00:00+00,13.07.2022 03:00-04:00,03:00-04:00,2022/07/13 00:00:00+00,13.07.2022 ,2022/07,Červenec 2022,0,0,0
6821,M016,2022/07/13 03:59:59+00,13.07.2022 04:00-05:00,04:00-05:00,2022/07/13 00:00:00+00,13.07.2022 ,2022/07,Červenec 2022,0,0,0
6822,M016,2022/07/13 05:00:00+00,13.07.2022 05:00-06:00,05:00-06:00,2022/07/13 00:00:00+00,13.07.2022 ,2022/07,Červenec 2022,1,1,2
6823,M016,2022/07/13 06:00:00+00,13.07.2022 06:00-07:00,06:00-07:00,2022/07/13 00:00:00+00,13.07.2022 ,2022/07,Červenec 2022,1,3,4
6824,M016,2022/07/13 06:59:59+00,13.07.2022 07:00-08:00,07:00-08:00,2022/07/13 00:00:00+00,13.07.2022 ,2022/07,Červenec 2022,5,7,12
6825,M016,2022/07/13 08:00:00+00,13.07.2022 08:00-09:00,08:00-09:00,2022/07/13 00:00:00+00,13.07.2022 ,2022/07,Červenec 2022,8,13,21
6826,M016,2022/07/13 09:00:00+00,13.07.2022 09:00-10:00,09:00-10:00,2022/07/13 00:00:00+00,13.07.2022 ,2022/07,Červenec 2022,12,18,30
6827,M016,2022/07/13 09:59:59+00,13.07.2022 10:00-11:00,10:00-11:00,2022/07/13 00:00:00+00,13.07.2022 ,2022/07,Červenec 2022,32,29,61
6828,M016,2022/07/13 11:00:00+00,13.07.2022 11:00-12:00,11:00-12:00,2022/07/13 00:00:00+00,13.07.2022 ,2022/07,Červenec 2022,35,35,70
6829,M016,2022/07/13 12:00:00+00,13.07.2022 12:00-13:00,12:00-13:00,2022/07/13 00:00:00+00,13.07.2022 ,2022/07,Červenec 2022,56,28,84
6830,M016,2022/07/13 12:59:59+00,13.07.2022 13:00-14:00,13:00-14:00,2022/07/13 00:00:00+00,13.07.2022 ,2022/07,Červenec 2022,85,63,148
6831,M016,2022/07/13 14:00:00+00,13.07.2022 14:00-15:00,14:00-15:00,2022/07/13 00:00:00+00,13.07.2022 ,2022/07,Červenec 2022,52,45,97
6832,M016,2022/07/13 15:00:00+00,13.07.2022 15:00-16:00,15:00-16:00,2022/07/13 00:00:00+00,13.07.2022 ,2022/07,Červenec 2022,117,103,220
6833,M016,2022/07/13 15:59:59+00,13.07.2022 16:00-17:00,16:00-17:00,2022/07/13 00:00:00+00,13.07.2022 ,2022/07,Červenec 2022,153,146,299
6834,M016,2022/07/13 17:00:00+00,13.07.2022 17:00-18:00,17:00-18:00,2022/07/13 00:00:00+00,13.07.2022 ,2022/07,Červenec 2022,155,153,308
6835,M016,2022/07/13 18:00:00+00,13.07.2022 18:00-19:00,18:00-19:00,2022/07/13 00:00:00+00,13.07.2022 ,2022/07,Červenec 2022,140,78,218
6836,M016,2022/07/13 18:59:59+00,13.07.2022 19:00-20:00,19:00-20:00,2022/07/13 00:00:00+00,13.07.2022 ,2022/07,Červenec 2022,74,63,137
6837,M016,2022/07/13 20:00:00+00,13.07.2022 20:00-21:00,20:00-21:00,2022/07/13 00:00:00+00,13.07.2022 ,2022/07,Červenec 2022,31,30,61
6838,M016,2022/07/13 21:00:00+00,13.07.2022 21:00-22:00,21:00-22:00,2022/07/13 00:00:00+00,13.07.2022 ,2022/07,Červenec 2022,17,12,29
6839,M016,2022/07/13 21:59:59+00,13.07.2022 22:00-23:00,22:00-23:00,2022/07/13 00:00:00+00,13.07.2022 ,2022/07,Červenec 2022,7,8,15
6840,M016,2022/07/13 23:00:00+00,13.07.2022 23:00-24:00,23:00-24:00,2022/07/13 00:00:00+00,13.07.2022 ,2022/07,Červenec 2022,4,1,5
6841,M016,2022/07/14 00:00:00+00,14.07.2022 00:00-01:00,00:00-01:00,2022/07/14 00:00:00+00,14.07.2022 ,2022/07,Červenec 2022,1,0,1
6842,M016,2022/07/14 00:59:59+00,14.07.2022 01:00-02:00,01:00-02:00,2022/07/14 00:00:00+00,14.07.2022 ,2022/07,Červenec 2022,1,1,2
6843,M016,2022/07/14 02:00:00+00,14.07.2022 02:00-03:00,02:00-03:00,2022/07/14 00:00:00+00,14.07.2022 ,2022/07,Červenec 2022,0,0,0
6844,M016,2022/07/14 03:00:00+00,14.07.2022 03:00-04:00,03:00-04:00,2022/07/14 00:00:00+00,14.07.2022 ,2022/07,Červenec 2022,0,0,0
6845,M016,2022/07/14 03:59:59+00,14.07.2022 04:00-05:00,04:00-05:00,2022/07/14 00:00:00+00,14.07.2022 ,2022/07,Červenec 2022,1,0,1
6846,M016,2022/07/14 05:00:00+00,14.07.2022 05:00-06:00,05:00-06:00,2022/07/14 00:00:00+00,14.07.2022 ,2022/07,Červenec 2022,1,0,1
6847,M016,2022/07/14 06:00:00+00,14.07.2022 06:00-07:00,06:00-07:00,2022/07/14 00:00:00+00,14.07.2022 ,2022/07,Červenec 2022,0,2,2
6848,M016,2022/07/14 06:59:59+00,14.07.2022 07:00-08:00,07:00-08:00,2022/07/14 00:00:00+00,14.07.2022 ,2022/07,Červenec 2022,5,6,11
6849,M016,2022/07/14 08:00:00+00,14.07.2022 08:00-09:00,08:00-09:00,2022/07/14 00:00:00+00,14.07.2022 ,2022/07,Červenec 2022,9,5,14
6850,M016,2022/07/14 09:00:00+00,14.07.2022 09:00-10:00,09:00-10:00,2022/07/14 00:00:00+00,14.07.2022 ,2022/07,Červenec 2022,10,11,21
6851,M016,2022/07/14 09:59:59+00,14.07.2022 10:00-11:00,10:00-11:00,2022/07/14 00:00:00+00,14.07.2022 ,2022/07,Červenec 2022,22,10,32
6852,M016,2022/07/14 11:00:00+00,14.07.2022 11:00-12:00,11:00-12:00,2022/07/14 00:00:00+00,14.07.2022 ,2022/07,Červenec 2022,14,21,35
6853,M016,2022/07/14 12:00:00+00,14.07.2022 12:00-13:00,12:00-13:00,2022/07/14 00:00:00+00,14.07.2022 ,2022/07,Červenec 2022,39,39,78
6854,M016,2022/07/14 12:59:59+00,14.07.2022 13:00-14:00,13:00-14:00,2022/07/14 00:00:00+00,14.07.2022 ,2022/07,Červenec 2022,58,29,87
6855,M016,2022/07/14 14:00:00+00,14.07.2022 14:00-15:00,14:00-15:00,2022/07/14 00:00:00+00,14.07.2022 ,2022/07,Červenec 2022,77,40,117
6856,M016,2022/07/14 15:00:00+00,14.07.2022 15:00-16:00,15:00-16:00,2022/07/14 00:00:00+00,14.07.2022 ,2022/07,Červenec 2022,79,61,140
6857,M016,2022/07/14 15:59:59+00,14.07.2022 16:00-17:00,16:00-17:00,2022/07/14 00:00:00+00,14.07.2022 ,2022/07,Červenec 2022,102,85,187
6858,M016,2022/07/14 17:00:00+00,14.07.2022 17:00-18:00,17:00-18:00,2022/07/14 00:00:00+00,14.07.2022 ,2022/07,Červenec 2022,45,35,80
6859,M016,2022/07/14 18:00:00+00,14.07.2022 18:00-19:00,18:00-19:00,2022/07/14 00:00:00+00,14.07.2022 ,2022/07,Červenec 2022,23,19,42
6860,M016,2022/07/14 18:59:59+00,14.07.2022 19:00-20:00,19:00-20:00,2022/07/14 00:00:00+00,14.07.2022 ,2022/07,Červenec 2022,7,15,22
6861,M016,2022/07/14 20:00:00+00,14.07.2022 20:00-21:00,20:00-21:00,2022/07/14 00:00:00+00,14.07.2022 ,2022/07,Červenec 2022,18,14,32
6862,M016,2022/07/14 21:00:00+00,14.07.2022 21:00-22:00,21:00-22:00,2022/07/14 00:00:00+00,14.07.2022 ,2022/07,Červenec 2022,10,5,15
6863,M016,2022/07/14 21:59:59+00,14.07.2022 22:00-23:00,22:00-23:00,2022/07/14 00:00:00+00,14.07.2022 ,2022/07,Červenec 2022,6,4,10
6864,M016,2022/07/14 23:00:00+00,14.07.2022 23:00-24:00,23:00-24:00,2022/07/14 00:00:00+00,14.07.2022 ,2022/07,Červenec 2022,0,1,1
6865,M016,2022/07/15 00:00:00+00,15.07.2022 00:00-01:00,00:00-01:00,2022/07/15 00:00:00+00,15.07.2022 ,2022/07,Červenec 2022,2,1,3
6866,M016,2022/07/15 00:59:59+00,15.07.2022 01:00-02:00,01:00-02:00,2022/07/15 00:00:00+00,15.07.2022 ,2022/07,Červenec 2022,0,0,0
6867,M016,2022/07/15 02:00:00+00,15.07.2022 02:00-03:00,02:00-03:00,2022/07/15 00:00:00+00,15.07.2022 ,2022/07,Červenec 2022,0,0,0
6868,M016,2022/07/15 03:00:00+00,15.07.2022 03:00-04:00,03:00-04:00,2022/07/15 00:00:00+00,15.07.2022 ,2022/07,Červenec 2022,1,1,2
6869,M016,2022/07/15 03:59:59+00,15.07.2022 04:00-05:00,04:00-05:00,2022/07/15 00:00:00+00,15.07.2022 ,2022/07,Červenec 2022,0,0,0
6870,M016,2022/07/15 05:00:00+00,15.07.2022 05:00-06:00,05:00-06:00,2022/07/15 00:00:00+00,15.07.2022 ,2022/07,Červenec 2022,2,0,2
6871,M016,2022/07/15 06:00:00+00,15.07.2022 06:00-07:00,06:00-07:00,2022/07/15 00:00:00+00,15.07.2022 ,2022/07,Červenec 2022,4,1,5
6872,M016,2022/07/15 06:59:59+00,15.07.2022 07:00-08:00,07:00-08:00,2022/07/15 00:00:00+00,15.07.2022 ,2022/07,Červenec 2022,2,6,8
6873,M016,2022/07/15 08:00:00+00,15.07.2022 08:00-09:00,08:00-09:00,2022/07/15 00:00:00+00,15.07.2022 ,2022/07,Červenec 2022,7,13,20
6874,M016,2022/07/15 09:00:00+00,15.07.2022 09:00-10:00,09:00-10:00,2022/07/15 00:00:00+00,15.07.2022 ,2022/07,Červenec 2022,11,18,29
6875,M016,2022/07/15 09:59:59+00,15.07.2022 10:00-11:00,10:00-11:00,2022/07/15 00:00:00+00,15.07.2022 ,2022/07,Červenec 2022,35,25,60
6876,M016,2022/07/15 11:00:00+00,15.07.2022 11:00-12:00,11:00-12:00,2022/07/15 00:00:00+00,15.07.2022 ,2022/07,Červenec 2022,34,23,57
6877,M016,2022/07/15 12:00:00+00,15.07.2022 12:00-13:00,12:00-13:00,2022/07/15 00:00:00+00,15.07.2022 ,2022/07,Červenec 2022,31,35,66
6878,M016,2022/07/15 12:59:59+00,15.07.2022 13:00-14:00,13:00-14:00,2022/07/15 00:00:00+00,15.07.2022 ,2022/07,Červenec 2022,44,30,74
6879,M016,2022/07/15 14:00:00+00,15.07.2022 14:00-15:00,14:00-15:00,2022/07/15 00:00:00+00,15.07.2022 ,2022/07,Červenec 2022,62,59,121
6880,M016,2022/07/15 15:00:00+00,15.07.2022 15:00-16:00,15:00-16:00,2022/07/15 00:00:00+00,15.07.2022 ,2022/07,Červenec 2022,104,98,202
6881,M016,2022/07/15 15:59:59+00,15.07.2022 16:00-17:00,16:00-17:00,2022/07/15 00:00:00+00,15.07.2022 ,2022/07,Červenec 2022,102,107,209
6882,M016,2022/07/15 17:00:00+00,15.07.2022 17:00-18:00,17:00-18:00,2022/07/15 00:00:00+00,15.07.2022 ,2022/07,Červenec 2022,94,125,219
6883,M016,2022/07/15 18:00:00+00,15.07.2022 18:00-19:00,18:00-19:00,2022/07/15 00:00:00+00,15.07.2022 ,2022/07,Červenec 2022,169,160,329
6884,M016,2022/07/15 18:59:59+00,15.07.2022 19:00-20:00,19:00-20:00,2022/07/15 00:00:00+00,15.07.2022 ,2022/07,Červenec 2022,64,68,132
6885,M016,2022/07/15 20:00:00+00,15.07.2022 20:00-21:00,20:00-21:00,2022/07/15 00:00:00+00,15.07.2022 ,2022/07,Červenec 2022,85,116,201
6886,M016,2022/07/15 21:00:00+00,15.07.2022 21:00-22:00,21:00-22:00,2022/07/15 00:00:00+00,15.07.2022 ,2022/07,Červenec 2022,20,24,44
6887,M016,2022/07/15 21:59:59+00,15.07.2022 22:00-23:00,22:00-23:00,2022/07/15 00:00:00+00,15.07.2022 ,2022/07,Červenec 2022,8,4,12
6888,M016,2022/07/15 23:00:00+00,15.07.2022 23:00-24:00,23:00-24:00,2022/07/15 00:00:00+00,15.07.2022 ,2022/07,Červenec 2022,3,1,4
6889,M016,2022/07/21 00:00:00+00,21.07.2022 00:00-01:00,00:00-01:00,2022/07/21 00:00:00+00,21.07.2022 ,2022/07,Červenec 2022,1,0,1
6890,M016,2022/07/21 00:59:59+00,21.07.2022 01:00-02:00,01:00-02:00,2022/07/21 00:00:00+00,21.07.2022 ,2022/07,Červenec 2022,0,0,0
6891,M016,2022/07/21 02:00:00+00,21.07.2022 02:00-03:00,02:00-03:00,2022/07/21 00:00:00+00,21.07.2022 ,2022/07,Červenec 2022,0,0,0
6892,M016,2022/07/21 03:00:00+00,21.07.2022 03:00-04:00,03:00-04:00,2022/07/21 00:00:00+00,21.07.2022 ,2022/07,Červenec 2022,0,1,1
6893,M016,2022/07/21 03:59:59+00,21.07.2022 04:00-05:00,04:00-05:00,2022/07/21 00:00:00+00,21.07.2022 ,2022/07,Červenec 2022,5,1,6
6894,M016,2022/07/21 05:00:00+00,21.07.2022 05:00-06:00,05:00-06:00,2022/07/21 00:00:00+00,21.07.2022 ,2022/07,Červenec 2022,0,1,1
6895,M016,2022/07/21 06:00:00+00,21.07.2022 06:00-07:00,06:00-07:00,2022/07/21 00:00:00+00,21.07.2022 ,2022/07,Červenec 2022,1,0,1
6896,M016,2022/07/21 06:59:59+00,21.07.2022 07:00-08:00,07:00-08:00,2022/07/21 00:00:00+00,21.07.2022 ,2022/07,Červenec 2022,5,9,14
6897,M016,2022/07/21 08:00:00+00,21.07.2022 08:00-09:00,08:00-09:00,2022/07/21 00:00:00+00,21.07.2022 ,2022/07,Červenec 2022,8,15,23
6898,M016,2022/07/21 09:00:00+00,21.07.2022 09:00-10:00,09:00-10:00,2022/07/21 00:00:00+00,21.07.2022 ,2022/07,Červenec 2022,23,26,49
6899,M016,2022/07/21 09:59:59+00,21.07.2022 10:00-11:00,10:00-11:00,2022/07/21 00:00:00+00,21.07.2022 ,2022/07,Červenec 2022,20,33,53
6900,M016,2022/07/21 11:00:00+00,21.07.2022 11:00-12:00,11:00-12:00,2022/07/21 00:00:00+00,21.07.2022 ,2022/07,Červenec 2022,52,47,99
6901,M016,2022/07/21 12:00:00+00,21.07.2022 12:00-13:00,12:00-13:00,2022/07/21 00:00:00+00,21.07.2022 ,2022/07,Červenec 2022,48,25,73
6902,M016,2022/07/21 12:59:59+00,21.07.2022 13:00-14:00,13:00-14:00,2022/07/21 00:00:00+00,21.07.2022 ,2022/07,Červenec 2022,53,58,111
6903,M016,2022/07/21 14:00:00+00,21.07.2022 14:00-15:00,14:00-15:00,2022/07/21 00:00:00+00,21.07.2022 ,2022/07,Červenec 2022,56,52,108
6904,M016,2022/07/21 15:00:00+00,21.07.2022 15:00-16:00,15:00-16:00,2022/07/21 00:00:00+00,21.07.2022 ,2022/07,Červenec 2022,63,37,100
6905,M016,2022/07/21 15:59:59+00,21.07.2022 16:00-17:00,16:00-17:00,2022/07/21 00:00:00+00,21.07.2022 ,2022/07,Červenec 2022,27,23,50
6906,M016,2022/07/21 17:00:00+00,21.07.2022 17:00-18:00,17:00-18:00,2022/07/21 00:00:00+00,21.07.2022 ,2022/07,Červenec 2022,19,23,42
6907,M016,2022/07/21 18:00:00+00,21.07.2022 18:00-19:00,18:00-19:00,2022/07/21 00:00:00+00,21.07.2022 ,2022/07,Červenec 2022,26,30,56
6908,M016,2022/07/21 18:59:59+00,21.07.2022 19:00-20:00,19:00-20:00,2022/07/21 00:00:00+00,21.07.2022 ,2022/07,Červenec 2022,36,36,72
6909,M016,2022/07/21 20:00:00+00,21.07.2022 20:00-21:00,20:00-21:00,2022/07/21 00:00:00+00,21.07.2022 ,2022/07,Červenec 2022,43,26,69
6910,M016,2022/07/21 21:00:00+00,21.07.2022 21:00-22:00,21:00-22:00,2022/07/21 00:00:00+00,21.07.2022 ,2022/07,Červenec 2022,35,10,45
6911,M016,2022/07/21 21:59:59+00,21.07.2022 22:00-23:00,22:00-23:00,2022/07/21 00:00:00+00,21.07.2022 ,2022/07,Červenec 2022,3,1,4
6912,M016,2022/07/21 23:00:00+00,21.07.2022 23:00-24:00,23:00-24:00,2022/07/21 00:00:00+00,21.07.2022 ,2022/07,Červenec 2022,1,3,4
6913,M016,2022/07/26 00:00:00+00,26.07.2022 00:00-01:00,00:00-01:00,2022/07/26 00:00:00+00,26.07.2022 ,2022/07,Červenec 2022,3,1,4
6914,M016,2022/07/26 00:59:59+00,26.07.2022 01:00-02:00,01:00-02:00,2022/07/26 00:00:00+00,26.07.2022 ,2022/07,Červenec 2022,0,2,2
6915,M016,2022/07/26 02:00:00+00,26.07.2022 02:00-03:00,02:00-03:00,2022/07/26 00:00:00+00,26.07.2022 ,2022/07,Červenec 2022,0,0,0
6916,M016,2022/07/26 03:00:00+00,26.07.2022 03:00-04:00,03:00-04:00,2022/07/26 00:00:00+00,26.07.2022 ,2022/07,Červenec 2022,0,0,0
6917,M016,2022/07/26 03:59:59+00,26.07.2022 04:00-05:00,04:00-05:00,2022/07/26 00:00:00+00,26.07.2022 ,2022/07,Červenec 2022,0,0,0
6918,M016,2022/07/26 05:00:00+00,26.07.2022 05:00-06:00,05:00-06:00,2022/07/26 00:00:00+00,26.07.2022 ,2022/07,Červenec 2022,2,1,3
6919,M016,2022/07/26 06:00:00+00,26.07.2022 06:00-07:00,06:00-07:00,2022/07/26 00:00:00+00,26.07.2022 ,2022/07,Červenec 2022,6,3,9
6920,M016,2022/07/26 06:59:59+00,26.07.2022 07:00-08:00,07:00-08:00,2022/07/26 00:00:00+00,26.07.2022 ,2022/07,Červenec 2022,2,3,5
6921,M016,2022/07/26 08:00:00+00,26.07.2022 08:00-09:00,08:00-09:00,2022/07/26 00:00:00+00,26.07.2022 ,2022/07,Červenec 2022,2,6,8
6922,M016,2022/07/26 09:00:00+00,26.07.2022 09:00-10:00,09:00-10:00,2022/07/26 00:00:00+00,26.07.2022 ,2022/07,Červenec 2022,12,11,23
6923,M016,2022/07/26 09:59:59+00,26.07.2022 10:00-11:00,10:00-11:00,2022/07/26 00:00:00+00,26.07.2022 ,2022/07,Červenec 2022,34,25,59
6924,M016,2022/07/26 11:00:00+00,26.07.2022 11:00-12:00,11:00-12:00,2022/07/26 00:00:00+00,26.07.2022 ,2022/07,Červenec 2022,60,56,116
6925,M016,2022/07/26 12:00:00+00,26.07.2022 12:00-13:00,12:00-13:00,2022/07/26 00:00:00+00,26.07.2022 ,2022/07,Červenec 2022,33,39,72
6926,M016,2022/07/26 12:59:59+00,26.07.2022 13:00-14:00,13:00-14:00,2022/07/26 00:00:00+00,26.07.2022 ,2022/07,Červenec 2022,58,68,126
6927,M016,2022/07/26 14:00:00+00,26.07.2022 14:00-15:00,14:00-15:00,2022/07/26 00:00:00+00,26.07.2022 ,2022/07,Červenec 2022,100,112,212
6928,M016,2022/07/26 15:00:00+00,26.07.2022 15:00-16:00,15:00-16:00,2022/07/26 00:00:00+00,26.07.2022 ,2022/07,Červenec 2022,96,111,207
6929,M016,2022/07/26 15:59:59+00,26.07.2022 16:00-17:00,16:00-17:00,2022/07/26 00:00:00+00,26.07.2022 ,2022/07,Červenec 2022,160,141,301
6930,M016,2022/07/26 17:00:00+00,26.07.2022 17:00-18:00,17:00-18:00,2022/07/26 00:00:00+00,26.07.2022 ,2022/07,Červenec 2022,113,100,213
6931,M016,2022/07/26 18:00:00+00,26.07.2022 18:00-19:00,18:00-19:00,2022/07/26 00:00:00+00,26.07.2022 ,2022/07,Červenec 2022,71,64,135
6932,M016,2022/07/26 18:59:59+00,26.07.2022 19:00-20:00,19:00-20:00,2022/07/26 00:00:00+00,26.07.2022 ,2022/07,Červenec 2022,51,46,97
6933,M016,2022/07/26 20:00:00+00,26.07.2022 20:00-21:00,20:00-21:00,2022/07/26 00:00:00+00,26.07.2022 ,2022/07,Červenec 2022,32,31,63
6934,M016,2022/07/26 21:00:00+00,26.07.2022 21:00-22:00,21:00-22:00,2022/07/26 00:00:00+00,26.07.2022 ,2022/07,Červenec 2022,17,11,28
6935,M016,2022/07/26 21:59:59+00,26.07.2022 22:00-23:00,22:00-23:00,2022/07/26 00:00:00+00,26.07.2022 ,2022/07,Červenec 2022,13,8,21
6936,M016,2022/07/26 23:00:00+00,26.07.2022 23:00-24:00,23:00-24:00,2022/07/26 00:00:00+00,26.07.2022 ,2022/07,Červenec 2022,1,1,2
6937,M016,2022/07/27 00:00:00+00,27.07.2022 00:00-01:00,00:00-01:00,2022/07/27 00:00:00+00,27.07.2022 ,2022/07,Červenec 2022,0,1,1
6938,M016,2022/07/27 00:59:59+00,27.07.2022 01:00-02:00,01:00-02:00,2022/07/27 00:00:00+00,27.07.2022 ,2022/07,Červenec 2022,0,0,0
6939,M016,2022/07/27 02:00:00+00,27.07.2022 02:00-03:00,02:00-03:00,2022/07/27 00:00:00+00,27.07.2022 ,2022/07,Červenec 2022,0,0,0
6940,M016,2022/07/27 03:00:00+00,27.07.2022 03:00-04:00,03:00-04:00,2022/07/27 00:00:00+00,27.07.2022 ,2022/07,Červenec 2022,0,0,0
6941,M016,2022/07/27 03:59:59+00,27.07.2022 04:00-05:00,04:00-05:00,2022/07/27 00:00:00+00,27.07.2022 ,2022/07,Červenec 2022,1,0,1
6942,M016,2022/07/27 05:00:00+00,27.07.2022 05:00-06:00,05:00-06:00,2022/07/27 00:00:00+00,27.07.2022 ,2022/07,Červenec 2022,0,0,0
6943,M016,2022/07/27 06:00:00+00,27.07.2022 06:00-07:00,06:00-07:00,2022/07/27 00:00:00+00,27.07.2022 ,2022/07,Červenec 2022,1,1,2
6944,M016,2022/07/27 06:59:59+00,27.07.2022 07:00-08:00,07:00-08:00,2022/07/27 00:00:00+00,27.07.2022 ,2022/07,Červenec 2022,1,2,3
6945,M016,2022/07/27 08:00:00+00,27.07.2022 08:00-09:00,08:00-09:00,2022/07/27 00:00:00+00,27.07.2022 ,2022/07,Červenec 2022,3,8,11
6946,M016,2022/07/27 09:00:00+00,27.07.2022 09:00-10:00,09:00-10:00,2022/07/27 00:00:00+00,27.07.2022 ,2022/07,Červenec 2022,1,4,5
6947,M016,2022/07/27 09:59:59+00,27.07.2022 10:00-11:00,10:00-11:00,2022/07/27 00:00:00+00,27.07.2022 ,2022/07,Červenec 2022,8,12,20
6948,M016,2022/07/27 11:00:00+00,27.07.2022 11:00-12:00,11:00-12:00,2022/07/27 00:00:00+00,27.07.2022 ,2022/07,Červenec 2022,20,17,37
6949,M016,2022/07/27 12:00:00+00,27.07.2022 12:00-13:00,12:00-13:00,2022/07/27 00:00:00+00,27.07.2022 ,2022/07,Červenec 2022,9,6,15
6950,M016,2022/07/27 12:59:59+00,27.07.2022 13:00-14:00,13:00-14:00,2022/07/27 00:00:00+00,27.07.2022 ,2022/07,Červenec 2022,24,22,46
6951,M016,2022/07/27 14:00:00+00,27.07.2022 14:00-15:00,14:00-15:00,2022/07/27 00:00:00+00,27.07.2022 ,2022/07,Červenec 2022,32,43,75
6952,M016,2022/07/27 15:00:00+00,27.07.2022 15:00-16:00,15:00-16:00,2022/07/27 00:00:00+00,27.07.2022 ,2022/07,Červenec 2022,81,87,168
6953,M016,2022/07/27 15:59:59+00,27.07.2022 16:00-17:00,16:00-17:00,2022/07/27 00:00:00+00,27.07.2022 ,2022/07,Červenec 2022,131,131,262
6954,M016,2022/07/27 17:00:00+00,27.07.2022 17:00-18:00,17:00-18:00,2022/07/27 00:00:00+00,27.07.2022 ,2022/07,Červenec 2022,142,134,276
6955,M016,2022/07/27 18:00:00+00,27.07.2022 18:00-19:00,18:00-19:00,2022/07/27 00:00:00+00,27.07.2022 ,2022/07,Červenec 2022,127,103,230
6956,M016,2022/07/27 18:59:59+00,27.07.2022 19:00-20:00,19:00-20:00,2022/07/27 00:00:00+00,27.07.2022 ,2022/07,Červenec 2022,75,114,189
6957,M016,2022/07/27 20:00:00+00,27.07.2022 20:00-21:00,20:00-21:00,2022/07/27 00:00:00+00,27.07.2022 ,2022/07,Červenec 2022,46,41,87
6958,M016,2022/07/27 21:00:00+00,27.07.2022 21:00-22:00,21:00-22:00,2022/07/27 00:00:00+00,27.07.2022 ,2022/07,Červenec 2022,13,9,22
6959,M016,2022/07/27 21:59:59+00,27.07.2022 22:00-23:00,22:00-23:00,2022/07/27 00:00:00+00,27.07.2022 ,2022/07,Červenec 2022,11,2,13
6960,M016,2022/07/27 23:00:00+00,27.07.2022 23:00-24:00,23:00-24:00,2022/07/27 00:00:00+00,27.07.2022 ,2022/07,Červenec 2022,3,1,4
6961,M016,2022/07/29 00:00:00+00,29.07.2022 00:00-01:00,00:00-01:00,2022/07/29 00:00:00+00,29.07.2022 ,2022/07,Červenec 2022,1,1,2
6962,M016,2022/07/29 00:59:59+00,29.07.2022 01:00-02:00,01:00-02:00,2022/07/29 00:00:00+00,29.07.2022 ,2022/07,Červenec 2022,1,0,1
6963,M016,2022/07/29 02:00:00+00,29.07.2022 02:00-03:00,02:00-03:00,2022/07/29 00:00:00+00,29.07.2022 ,2022/07,Červenec 2022,0,0,0
6964,M016,2022/07/29 03:00:00+00,29.07.2022 03:00-04:00,03:00-04:00,2022/07/29 00:00:00+00,29.07.2022 ,2022/07,Červenec 2022,0,0,0
6965,M016,2022/07/29 03:59:59+00,29.07.2022 04:00-05:00,04:00-05:00,2022/07/29 00:00:00+00,29.07.2022 ,2022/07,Červenec 2022,2,0,2
6966,M016,2022/07/29 05:00:00+00,29.07.2022 05:00-06:00,05:00-06:00,2022/07/29 00:00:00+00,29.07.2022 ,2022/07,Červenec 2022,0,0,0
6967,M016,2022/07/29 06:00:00+00,29.07.2022 06:00-07:00,06:00-07:00,2022/07/29 00:00:00+00,29.07.2022 ,2022/07,Červenec 2022,2,3,5
6968,M016,2022/07/29 06:59:59+00,29.07.2022 07:00-08:00,07:00-08:00,2022/07/29 00:00:00+00,29.07.2022 ,2022/07,Červenec 2022,2,4,6
6969,M016,2022/07/29 08:00:00+00,29.07.2022 08:00-09:00,08:00-09:00,2022/07/29 00:00:00+00,29.07.2022 ,2022/07,Červenec 2022,7,12,19
6970,M016,2022/07/29 09:00:00+00,29.07.2022 09:00-10:00,09:00-10:00,2022/07/29 00:00:00+00,29.07.2022 ,2022/07,Červenec 2022,25,26,51
6971,M016,2022/07/29 09:59:59+00,29.07.2022 10:00-11:00,10:00-11:00,2022/07/29 00:00:00+00,29.07.2022 ,2022/07,Červenec 2022,31,37,68
