OBJECTID,ID_LOKALITY,DATUM_CAS,DATUM_CAS_TEXT,CAS,DEN,DEN_TEXT,MESIC,MESIC_TEXT,POCET_PRUJEZDU_ZLEVA,POCET_PRUJEZDU_ZPRAVA,POCET_PRUJEZDU_SOUCET
18310,M016,2023/06/01 21:00:00+00,01.06.2023 21:00-22:00,21:00-22:00,2023/06/01 00:00:00+00,01.06.2023 ,2023/06,Červen 2023,0,0,0
18311,M016,2023/06/01 21:59:59+00,01.06.2023 22:00-23:00,22:00-23:00,2023/06/01 00:00:00+00,01.06.2023 ,2023/06,Červen 2023,0,0,0
18312,M016,2023/06/01 23:00:00+00,01.06.2023 23:00-24:00,23:00-24:00,2023/06/01 00:00:00+00,01.06.2023 ,2023/06,Červen 2023,0,0,0
18313,M016,2023/06/02 00:00:00+00,02.06.2023 00:00-01:00,00:00-01:00,2023/06/02 00:00:00+00,02.06.2023 ,2023/06,Červen 2023,0,0,0
18314,M016,2023/06/02 00:59:59+00,02.06.2023 01:00-02:00,01:00-02:00,2023/06/02 00:00:00+00,02.06.2023 ,2023/06,Červen 2023,0,0,0
18315,M016,2023/06/02 02:00:00+00,02.06.2023 02:00-03:00,02:00-03:00,2023/06/02 00:00:00+00,02.06.2023 ,2023/06,Červen 2023,0,0,0
18316,M016,2023/06/02 03:00:00+00,02.06.2023 03:00-04:00,03:00-04:00,2023/06/02 00:00:00+00,02.06.2023 ,2023/06,Červen 2023,0,0,0
18317,M016,2023/06/02 03:59:59+00,02.06.2023 04:00-05:00,04:00-05:00,2023/06/02 00:00:00+00,02.06.2023 ,2023/06,Červen 2023,0,0,0
18318,M016,2023/06/02 05:00:00+00,02.06.2023 05:00-06:00,05:00-06:00,2023/06/02 00:00:00+00,02.06.2023 ,2023/06,Červen 2023,5,4,9
18319,M016,2023/06/02 06:00:00+00,02.06.2023 06:00-07:00,06:00-07:00,2023/06/02 00:00:00+00,02.06.2023 ,2023/06,Červen 2023,4,2,6
18320,M016,2023/06/02 06:59:59+00,02.06.2023 07:00-08:00,07:00-08:00,2023/06/02 00:00:00+00,02.06.2023 ,2023/06,Červen 2023,0,0,0
18321,M016,2023/06/02 08:00:00+00,02.06.2023 08:00-09:00,08:00-09:00,2023/06/02 00:00:00+00,02.06.2023 ,2023/06,Červen 2023,0,0,0
18322,M016,2023/06/02 09:00:00+00,02.06.2023 09:00-10:00,09:00-10:00,2023/06/02 00:00:00+00,02.06.2023 ,2023/06,Červen 2023,0,0,0
18323,M016,2023/06/02 09:59:59+00,02.06.2023 10:00-11:00,10:00-11:00,2023/06/02 00:00:00+00,02.06.2023 ,2023/06,Červen 2023,0,0,0
18324,M016,2023/06/02 11:00:00+00,02.06.2023 11:00-12:00,11:00-12:00,2023/06/02 00:00:00+00,02.06.2023 ,2023/06,Červen 2023,0,0,0
18325,M016,2023/06/02 12:00:00+00,02.06.2023 12:00-13:00,12:00-13:00,2023/06/02 00:00:00+00,02.06.2023 ,2023/06,Červen 2023,0,0,0
18326,M016,2023/06/02 12:59:59+00,02.06.2023 13:00-14:00,13:00-14:00,2023/06/02 00:00:00+00,02.06.2023 ,2023/06,Červen 2023,0,0,0
18327,M016,2023/06/02 14:00:00+00,02.06.2023 14:00-15:00,14:00-15:00,2023/06/02 00:00:00+00,02.06.2023 ,2023/06,Červen 2023,0,0,0
18328,M016,2023/06/02 15:00:00+00,02.06.2023 15:00-16:00,15:00-16:00,2023/06/02 00:00:00+00,02.06.2023 ,2023/06,Červen 2023,0,0,0
18329,M016,2023/06/02 15:59:59+00,02.06.2023 16:00-17:00,16:00-17:00,2023/06/02 00:00:00+00,02.06.2023 ,2023/06,Červen 2023,0,0,0
18330,M016,2023/06/02 17:00:00+00,02.06.2023 17:00-18:00,17:00-18:00,2023/06/02 00:00:00+00,02.06.2023 ,2023/06,Červen 2023,0,0,0
18331,M016,2023/06/02 18:00:00+00,02.06.2023 18:00-19:00,18:00-19:00,2023/06/02 00:00:00+00,02.06.2023 ,2023/06,Červen 2023,0,0,0
18332,M016,2023/06/02 18:59:59+00,02.06.2023 19:00-20:00,19:00-20:00,2023/06/02 00:00:00+00,02.06.2023 ,2023/06,Červen 2023,0,0,0
18333,M016,2023/06/02 20:00:00+00,02.06.2023 20:00-21:00,20:00-21:00,2023/06/02 00:00:00+00,02.06.2023 ,2023/06,Červen 2023,0,0,0
18334,M016,2023/06/02 21:00:00+00,02.06.2023 21:00-22:00,21:00-22:00,2023/06/02 00:00:00+00,02.06.2023 ,2023/06,Červen 2023,0,0,0
18335,M016,2023/06/02 21:59:59+00,02.06.2023 22:00-23:00,22:00-23:00,2023/06/02 00:00:00+00,02.06.2023 ,2023/06,Červen 2023,0,0,0
18336,M016,2023/06/02 23:00:00+00,02.06.2023 23:00-24:00,23:00-24:00,2023/06/02 00:00:00+00,02.06.2023 ,2023/06,Červen 2023,0,0,0
18337,M016,2023/06/03 00:00:00+00,03.06.2023 00:00-01:00,00:00-01:00,2023/06/03 00:00:00+00,03.06.2023 ,2023/06,Červen 2023,0,0,0
18338,M016,2023/06/03 00:59:59+00,03.06.2023 01:00-02:00,01:00-02:00,2023/06/03 00:00:00+00,03.06.2023 ,2023/06,Červen 2023,0,0,0
18339,M016,2023/06/03 02:00:00+00,03.06.2023 02:00-03:00,02:00-03:00,2023/06/03 00:00:00+00,03.06.2023 ,2023/06,Červen 2023,0,0,0
18340,M016,2023/06/03 03:00:00+00,03.06.2023 03:00-04:00,03:00-04:00,2023/06/03 00:00:00+00,03.06.2023 ,2023/06,Červen 2023,0,0,0
18341,M016,2023/06/03 03:59:59+00,03.06.2023 04:00-05:00,04:00-05:00,2023/06/03 00:00:00+00,03.06.2023 ,2023/06,Červen 2023,0,0,0
18342,M016,2023/06/03 05:00:00+00,03.06.2023 05:00-06:00,05:00-06:00,2023/06/03 00:00:00+00,03.06.2023 ,2023/06,Červen 2023,0,0,0
18343,M016,2023/06/03 06:00:00+00,03.06.2023 06:00-07:00,06:00-07:00,2023/06/03 00:00:00+00,03.06.2023 ,2023/06,Červen 2023,0,0,0
18344,M016,2023/06/03 06:59:59+00,03.06.2023 07:00-08:00,07:00-08:00,2023/06/03 00:00:00+00,03.06.2023 ,2023/06,Červen 2023,0,0,0
18345,M016,2023/06/03 08:00:00+00,03.06.2023 08:00-09:00,08:00-09:00,2023/06/03 00:00:00+00,03.06.2023 ,2023/06,Červen 2023,0,0,0
18346,M016,2023/06/03 09:00:00+00,03.06.2023 09:00-10:00,09:00-10:00,2023/06/03 00:00:00+00,03.06.2023 ,2023/06,Červen 2023,0,0,0
18347,M016,2023/06/03 09:59:59+00,03.06.2023 10:00-11:00,10:00-11:00,2023/06/03 00:00:00+00,03.06.2023 ,2023/06,Červen 2023,0,0,0
18348,M016,2023/06/03 11:00:00+00,03.06.2023 11:00-12:00,11:00-12:00,2023/06/03 00:00:00+00,03.06.2023 ,2023/06,Červen 2023,0,0,0
18349,M016,2023/06/03 12:00:00+00,03.06.2023 12:00-13:00,12:00-13:00,2023/06/03 00:00:00+00,03.06.2023 ,2023/06,Červen 2023,0,0,0
18350,M016,2023/06/03 12:59:59+00,03.06.2023 13:00-14:00,13:00-14:00,2023/06/03 00:00:00+00,03.06.2023 ,2023/06,Červen 2023,0,0,0
18351,M016,2023/06/03 14:00:00+00,03.06.2023 14:00-15:00,14:00-15:00,2023/06/03 00:00:00+00,03.06.2023 ,2023/06,Červen 2023,0,0,0
18352,M016,2023/06/03 15:00:00+00,03.06.2023 15:00-16:00,15:00-16:00,2023/06/03 00:00:00+00,03.06.2023 ,2023/06,Červen 2023,0,0,0
18353,M016,2023/06/03 15:59:59+00,03.06.2023 16:00-17:00,16:00-17:00,2023/06/03 00:00:00+00,03.06.2023 ,2023/06,Červen 2023,0,0,0
18354,M016,2023/06/03 17:00:00+00,03.06.2023 17:00-18:00,17:00-18:00,2023/06/03 00:00:00+00,03.06.2023 ,2023/06,Červen 2023,0,0,0
18355,M016,2023/06/03 18:00:00+00,03.06.2023 18:00-19:00,18:00-19:00,2023/06/03 00:00:00+00,03.06.2023 ,2023/06,Červen 2023,0,0,0
18356,M016,2023/06/03 18:59:59+00,03.06.2023 19:00-20:00,19:00-20:00,2023/06/03 00:00:00+00,03.06.2023 ,2023/06,Červen 2023,0,0,0
18357,M016,2023/06/03 20:00:00+00,03.06.2023 20:00-21:00,20:00-21:00,2023/06/03 00:00:00+00,03.06.2023 ,2023/06,Červen 2023,0,0,0
18358,M016,2023/06/03 21:00:00+00,03.06.2023 21:00-22:00,21:00-22:00,2023/06/03 00:00:00+00,03.06.2023 ,2023/06,Červen 2023,0,0,0
18359,M016,2023/06/03 21:59:59+00,03.06.2023 22:00-23:00,22:00-23:00,2023/06/03 00:00:00+00,03.06.2023 ,2023/06,Červen 2023,0,0,0
18360,M016,2023/06/03 23:00:00+00,03.06.2023 23:00-24:00,23:00-24:00,2023/06/03 00:00:00+00,03.06.2023 ,2023/06,Červen 2023,0,0,0
18361,M016,2023/06/04 00:00:00+00,04.06.2023 00:00-01:00,00:00-01:00,2023/06/04 00:00:00+00,04.06.2023 ,2023/06,Červen 2023,0,0,0
18362,M016,2023/06/04 00:59:59+00,04.06.2023 01:00-02:00,01:00-02:00,2023/06/04 00:00:00+00,04.06.2023 ,2023/06,Červen 2023,0,0,0
18363,M016,2023/06/04 02:00:00+00,04.06.2023 02:00-03:00,02:00-03:00,2023/06/04 00:00:00+00,04.06.2023 ,2023/06,Červen 2023,0,0,0
18364,M016,2023/06/04 03:00:00+00,04.06.2023 03:00-04:00,03:00-04:00,2023/06/04 00:00:00+00,04.06.2023 ,2023/06,Červen 2023,0,0,0
18365,M016,2023/06/04 03:59:59+00,04.06.2023 04:00-05:00,04:00-05:00,2023/06/04 00:00:00+00,04.06.2023 ,2023/06,Červen 2023,0,0,0
18366,M016,2023/06/04 05:00:00+00,04.06.2023 05:00-06:00,05:00-06:00,2023/06/04 00:00:00+00,04.06.2023 ,2023/06,Červen 2023,0,0,0
18367,M016,2023/06/04 06:00:00+00,04.06.2023 06:00-07:00,06:00-07:00,2023/06/04 00:00:00+00,04.06.2023 ,2023/06,Červen 2023,0,0,0
18368,M016,2023/06/04 06:59:59+00,04.06.2023 07:00-08:00,07:00-08:00,2023/06/04 00:00:00+00,04.06.2023 ,2023/06,Červen 2023,0,0,0
18369,M016,2023/06/04 08:00:00+00,04.06.2023 08:00-09:00,08:00-09:00,2023/06/04 00:00:00+00,04.06.2023 ,2023/06,Červen 2023,0,0,0
18370,M016,2023/06/04 09:00:00+00,04.06.2023 09:00-10:00,09:00-10:00,2023/06/04 00:00:00+00,04.06.2023 ,2023/06,Červen 2023,0,0,0
18371,M016,2023/06/04 09:59:59+00,04.06.2023 10:00-11:00,10:00-11:00,2023/06/04 00:00:00+00,04.06.2023 ,2023/06,Červen 2023,0,0,0
18372,M016,2023/06/04 11:00:00+00,04.06.2023 11:00-12:00,11:00-12:00,2023/06/04 00:00:00+00,04.06.2023 ,2023/06,Červen 2023,0,0,0
18373,M016,2023/06/04 12:00:00+00,04.06.2023 12:00-13:00,12:00-13:00,2023/06/04 00:00:00+00,04.06.2023 ,2023/06,Červen 2023,0,0,0
18374,M016,2023/06/04 12:59:59+00,04.06.2023 13:00-14:00,13:00-14:00,2023/06/04 00:00:00+00,04.06.2023 ,2023/06,Červen 2023,0,0,0
18375,M016,2023/06/04 14:00:00+00,04.06.2023 14:00-15:00,14:00-15:00,2023/06/04 00:00:00+00,04.06.2023 ,2023/06,Červen 2023,0,0,0
18376,M016,2023/06/04 15:00:00+00,04.06.2023 15:00-16:00,15:00-16:00,2023/06/04 00:00:00+00,04.06.2023 ,2023/06,Červen 2023,0,0,0
18377,M016,2023/06/04 15:59:59+00,04.06.2023 16:00-17:00,16:00-17:00,2023/06/04 00:00:00+00,04.06.2023 ,2023/06,Červen 2023,0,0,0
18378,M016,2023/06/04 17:00:00+00,04.06.2023 17:00-18:00,17:00-18:00,2023/06/04 00:00:00+00,04.06.2023 ,2023/06,Červen 2023,0,0,0
18379,M016,2023/06/04 18:00:00+00,04.06.2023 18:00-19:00,18:00-19:00,2023/06/04 00:00:00+00,04.06.2023 ,2023/06,Červen 2023,0,0,0
18380,M016,2023/06/04 18:59:59+00,04.06.2023 19:00-20:00,19:00-20:00,2023/06/04 00:00:00+00,04.06.2023 ,2023/06,Červen 2023,0,0,0
18381,M016,2023/06/04 20:00:00+00,04.06.2023 20:00-21:00,20:00-21:00,2023/06/04 00:00:00+00,04.06.2023 ,2023/06,Červen 2023,0,0,0
18382,M016,2023/06/04 21:00:00+00,04.06.2023 21:00-22:00,21:00-22:00,2023/06/04 00:00:00+00,04.06.2023 ,2023/06,Červen 2023,0,0,0
18383,M016,2023/06/04 21:59:59+00,04.06.2023 22:00-23:00,22:00-23:00,2023/06/04 00:00:00+00,04.06.2023 ,2023/06,Červen 2023,0,0,0
18384,M016,2023/06/04 23:00:00+00,04.06.2023 23:00-24:00,23:00-24:00,2023/06/04 00:00:00+00,04.06.2023 ,2023/06,Červen 2023,0,0,0
18385,M016,2023/06/05 00:00:00+00,05.06.2023 00:00-01:00,00:00-01:00,2023/06/05 00:00:00+00,05.06.2023 ,2023/06,Červen 2023,0,0,0
18386,M016,2023/06/05 00:59:59+00,05.06.2023 01:00-02:00,01:00-02:00,2023/06/05 00:00:00+00,05.06.2023 ,2023/06,Červen 2023,0,0,0
18387,M016,2023/06/05 02:00:00+00,05.06.2023 02:00-03:00,02:00-03:00,2023/06/05 00:00:00+00,05.06.2023 ,2023/06,Červen 2023,0,0,0
18388,M016,2023/06/05 03:00:00+00,05.06.2023 03:00-04:00,03:00-04:00,2023/06/05 00:00:00+00,05.06.2023 ,2023/06,Červen 2023,0,0,0
18389,M016,2023/06/05 03:59:59+00,05.06.2023 04:00-05:00,04:00-05:00,2023/06/05 00:00:00+00,05.06.2023 ,2023/06,Červen 2023,0,0,0
18390,M016,2023/06/05 05:00:00+00,05.06.2023 05:00-06:00,05:00-06:00,2023/06/05 00:00:00+00,05.06.2023 ,2023/06,Červen 2023,0,0,0
18391,M016,2023/06/05 06:00:00+00,05.06.2023 06:00-07:00,06:00-07:00,2023/06/05 00:00:00+00,05.06.2023 ,2023/06,Červen 2023,0,0,0
18392,M016,2023/06/05 06:59:59+00,05.06.2023 07:00-08:00,07:00-08:00,2023/06/05 00:00:00+00,05.06.2023 ,2023/06,Červen 2023,0,0,0
18393,M016,2023/06/05 08:00:00+00,05.06.2023 08:00-09:00,08:00-09:00,2023/06/05 00:00:00+00,05.06.2023 ,2023/06,Červen 2023,0,0,0
18394,M016,2023/06/05 09:00:00+00,05.06.2023 09:00-10:00,09:00-10:00,2023/06/05 00:00:00+00,05.06.2023 ,2023/06,Červen 2023,0,0,0
18395,M016,2023/06/05 09:59:59+00,05.06.2023 10:00-11:00,10:00-11:00,2023/06/05 00:00:00+00,05.06.2023 ,2023/06,Červen 2023,19,20,39
18396,M016,2023/06/05 11:00:00+00,05.06.2023 11:00-12:00,11:00-12:00,2023/06/05 00:00:00+00,05.06.2023 ,2023/06,Červen 2023,67,69,136
18397,M016,2023/06/05 12:00:00+00,05.06.2023 12:00-13:00,12:00-13:00,2023/06/05 00:00:00+00,05.06.2023 ,2023/06,Červen 2023,67,96,163
18398,M016,2023/06/05 12:59:59+00,05.06.2023 13:00-14:00,13:00-14:00,2023/06/05 00:00:00+00,05.06.2023 ,2023/06,Červen 2023,61,53,114
18399,M016,2023/06/05 14:00:00+00,05.06.2023 14:00-15:00,14:00-15:00,2023/06/05 00:00:00+00,05.06.2023 ,2023/06,Červen 2023,73,56,129
18400,M016,2023/06/05 15:00:00+00,05.06.2023 15:00-16:00,15:00-16:00,2023/06/05 00:00:00+00,05.06.2023 ,2023/06,Červen 2023,39,27,66
18401,M016,2023/06/05 15:59:59+00,05.06.2023 16:00-17:00,16:00-17:00,2023/06/05 00:00:00+00,05.06.2023 ,2023/06,Červen 2023,24,15,39
18402,M016,2023/06/05 17:00:00+00,05.06.2023 17:00-18:00,17:00-18:00,2023/06/05 00:00:00+00,05.06.2023 ,2023/06,Červen 2023,8,11,19
18403,M016,2023/06/05 18:00:00+00,05.06.2023 18:00-19:00,18:00-19:00,2023/06/05 00:00:00+00,05.06.2023 ,2023/06,Červen 2023,6,11,17
18404,M016,2023/06/05 18:59:59+00,05.06.2023 19:00-20:00,19:00-20:00,2023/06/05 00:00:00+00,05.06.2023 ,2023/06,Červen 2023,1,0,1
18405,M016,2023/06/05 20:00:00+00,05.06.2023 20:00-21:00,20:00-21:00,2023/06/05 00:00:00+00,05.06.2023 ,2023/06,Červen 2023,0,2,2
18406,M016,2023/06/05 21:00:00+00,05.06.2023 21:00-22:00,21:00-22:00,2023/06/05 00:00:00+00,05.06.2023 ,2023/06,Červen 2023,1,0,1
18407,M016,2023/06/05 21:59:59+00,05.06.2023 22:00-23:00,22:00-23:00,2023/06/05 00:00:00+00,05.06.2023 ,2023/06,Červen 2023,0,1,1
18408,M016,2023/06/05 23:00:00+00,05.06.2023 23:00-24:00,23:00-24:00,2023/06/05 00:00:00+00,05.06.2023 ,2023/06,Červen 2023,1,1,2
18409,M016,2023/06/06 00:00:00+00,06.06.2023 00:00-01:00,00:00-01:00,2023/06/06 00:00:00+00,06.06.2023 ,2023/06,Červen 2023,0,0,0
18410,M016,2023/06/06 00:59:59+00,06.06.2023 01:00-02:00,01:00-02:00,2023/06/06 00:00:00+00,06.06.2023 ,2023/06,Červen 2023,0,0,0
18411,M016,2023/06/06 02:00:00+00,06.06.2023 02:00-03:00,02:00-03:00,2023/06/06 00:00:00+00,06.06.2023 ,2023/06,Červen 2023,0,0,0
18412,M016,2023/06/06 03:00:00+00,06.06.2023 03:00-04:00,03:00-04:00,2023/06/06 00:00:00+00,06.06.2023 ,2023/06,Červen 2023,0,0,0
18413,M016,2023/06/06 03:59:59+00,06.06.2023 04:00-05:00,04:00-05:00,2023/06/06 00:00:00+00,06.06.2023 ,2023/06,Červen 2023,0,0,0
18414,M016,2023/06/06 05:00:00+00,06.06.2023 05:00-06:00,05:00-06:00,2023/06/06 00:00:00+00,06.06.2023 ,2023/06,Červen 2023,0,0,0
18415,M016,2023/06/06 06:00:00+00,06.06.2023 06:00-07:00,06:00-07:00,2023/06/06 00:00:00+00,06.06.2023 ,2023/06,Červen 2023,2,2,4
18416,M016,2023/06/06 06:59:59+00,06.06.2023 07:00-08:00,07:00-08:00,2023/06/06 00:00:00+00,06.06.2023 ,2023/06,Červen 2023,3,3,6
18417,M016,2023/06/06 08:00:00+00,06.06.2023 08:00-09:00,08:00-09:00,2023/06/06 00:00:00+00,06.06.2023 ,2023/06,Červen 2023,5,2,7
18418,M016,2023/06/06 09:00:00+00,06.06.2023 09:00-10:00,09:00-10:00,2023/06/06 00:00:00+00,06.06.2023 ,2023/06,Červen 2023,1,1,2
18419,M016,2023/06/06 09:59:59+00,06.06.2023 10:00-11:00,10:00-11:00,2023/06/06 00:00:00+00,06.06.2023 ,2023/06,Červen 2023,5,1,6
18420,M016,2023/06/06 11:00:00+00,06.06.2023 11:00-12:00,11:00-12:00,2023/06/06 00:00:00+00,06.06.2023 ,2023/06,Červen 2023,1,1,2
18421,M016,2023/06/06 12:00:00+00,06.06.2023 12:00-13:00,12:00-13:00,2023/06/06 00:00:00+00,06.06.2023 ,2023/06,Červen 2023,5,4,9
18422,M016,2023/06/06 12:59:59+00,06.06.2023 13:00-14:00,13:00-14:00,2023/06/06 00:00:00+00,06.06.2023 ,2023/06,Červen 2023,2,7,9
18423,M016,2023/06/06 14:00:00+00,06.06.2023 14:00-15:00,14:00-15:00,2023/06/06 00:00:00+00,06.06.2023 ,2023/06,Červen 2023,16,11,27
18424,M016,2023/06/06 15:00:00+00,06.06.2023 15:00-16:00,15:00-16:00,2023/06/06 00:00:00+00,06.06.2023 ,2023/06,Červen 2023,12,31,43
18425,M016,2023/06/06 15:59:59+00,06.06.2023 16:00-17:00,16:00-17:00,2023/06/06 00:00:00+00,06.06.2023 ,2023/06,Červen 2023,23,19,42
18426,M016,2023/06/06 17:00:00+00,06.06.2023 17:00-18:00,17:00-18:00,2023/06/06 00:00:00+00,06.06.2023 ,2023/06,Červen 2023,25,21,46
18427,M016,2023/06/06 18:00:00+00,06.06.2023 18:00-19:00,18:00-19:00,2023/06/06 00:00:00+00,06.06.2023 ,2023/06,Červen 2023,11,12,23
18428,M016,2023/06/06 18:59:59+00,06.06.2023 19:00-20:00,19:00-20:00,2023/06/06 00:00:00+00,06.06.2023 ,2023/06,Červen 2023,11,7,18
18429,M016,2023/06/06 20:00:00+00,06.06.2023 20:00-21:00,20:00-21:00,2023/06/06 00:00:00+00,06.06.2023 ,2023/06,Červen 2023,2,4,6
18430,M016,2023/06/06 21:00:00+00,06.06.2023 21:00-22:00,21:00-22:00,2023/06/06 00:00:00+00,06.06.2023 ,2023/06,Červen 2023,3,1,4
18431,M016,2023/06/06 21:59:59+00,06.06.2023 22:00-23:00,22:00-23:00,2023/06/06 00:00:00+00,06.06.2023 ,2023/06,Červen 2023,2,0,2
18432,M016,2023/06/06 23:00:00+00,06.06.2023 23:00-24:00,23:00-24:00,2023/06/06 00:00:00+00,06.06.2023 ,2023/06,Červen 2023,0,0,0
18433,M016,2023/06/07 00:00:00+00,07.06.2023 00:00-01:00,00:00-01:00,2023/06/07 00:00:00+00,07.06.2023 ,2023/06,Červen 2023,0,2,2
18434,M016,2023/06/07 00:59:59+00,07.06.2023 01:00-02:00,01:00-02:00,2023/06/07 00:00:00+00,07.06.2023 ,2023/06,Červen 2023,0,0,0
18435,M016,2023/06/07 02:00:00+00,07.06.2023 02:00-03:00,02:00-03:00,2023/06/07 00:00:00+00,07.06.2023 ,2023/06,Červen 2023,0,0,0
18436,M016,2023/06/07 03:00:00+00,07.06.2023 03:00-04:00,03:00-04:00,2023/06/07 00:00:00+00,07.06.2023 ,2023/06,Červen 2023,0,0,0
18437,M016,2023/06/07 03:59:59+00,07.06.2023 04:00-05:00,04:00-05:00,2023/06/07 00:00:00+00,07.06.2023 ,2023/06,Červen 2023,1,1,2
18438,M016,2023/06/07 05:00:00+00,07.06.2023 05:00-06:00,05:00-06:00,2023/06/07 00:00:00+00,07.06.2023 ,2023/06,Červen 2023,5,6,11
18439,M016,2023/06/07 06:00:00+00,07.06.2023 06:00-07:00,06:00-07:00,2023/06/07 00:00:00+00,07.06.2023 ,2023/06,Červen 2023,15,25,40
18440,M016,2023/06/07 06:59:59+00,07.06.2023 07:00-08:00,07:00-08:00,2023/06/07 00:00:00+00,07.06.2023 ,2023/06,Červen 2023,18,14,32
18441,M016,2023/06/07 08:00:00+00,07.06.2023 08:00-09:00,08:00-09:00,2023/06/07 00:00:00+00,07.06.2023 ,2023/06,Červen 2023,29,24,53
18442,M016,2023/06/07 09:00:00+00,07.06.2023 09:00-10:00,09:00-10:00,2023/06/07 00:00:00+00,07.06.2023 ,2023/06,Červen 2023,27,11,38
18443,M016,2023/06/07 09:59:59+00,07.06.2023 10:00-11:00,10:00-11:00,2023/06/07 00:00:00+00,07.06.2023 ,2023/06,Červen 2023,23,18,41
18444,M016,2023/06/07 11:00:00+00,07.06.2023 11:00-12:00,11:00-12:00,2023/06/07 00:00:00+00,07.06.2023 ,2023/06,Červen 2023,16,22,38
18445,M016,2023/06/07 12:00:00+00,07.06.2023 12:00-13:00,12:00-13:00,2023/06/07 00:00:00+00,07.06.2023 ,2023/06,Červen 2023,17,29,46
18446,M016,2023/06/07 12:59:59+00,07.06.2023 13:00-14:00,13:00-14:00,2023/06/07 00:00:00+00,07.06.2023 ,2023/06,Červen 2023,33,20,53
18447,M016,2023/06/07 14:00:00+00,07.06.2023 14:00-15:00,14:00-15:00,2023/06/07 00:00:00+00,07.06.2023 ,2023/06,Červen 2023,24,33,57
18448,M016,2023/06/07 15:00:00+00,07.06.2023 15:00-16:00,15:00-16:00,2023/06/07 00:00:00+00,07.06.2023 ,2023/06,Červen 2023,41,31,72
18449,M016,2023/06/07 15:59:59+00,07.06.2023 16:00-17:00,16:00-17:00,2023/06/07 00:00:00+00,07.06.2023 ,2023/06,Červen 2023,42,26,68
18450,M016,2023/06/07 17:00:00+00,07.06.2023 17:00-18:00,17:00-18:00,2023/06/07 00:00:00+00,07.06.2023 ,2023/06,Červen 2023,16,11,27
18451,M016,2023/06/07 18:00:00+00,07.06.2023 18:00-19:00,18:00-19:00,2023/06/07 00:00:00+00,07.06.2023 ,2023/06,Červen 2023,14,12,26
18452,M016,2023/06/07 18:59:59+00,07.06.2023 19:00-20:00,19:00-20:00,2023/06/07 00:00:00+00,07.06.2023 ,2023/06,Červen 2023,12,5,17
18453,M016,2023/06/07 20:00:00+00,07.06.2023 20:00-21:00,20:00-21:00,2023/06/07 00:00:00+00,07.06.2023 ,2023/06,Červen 2023,0,3,3
18454,M016,2023/06/07 21:00:00+00,07.06.2023 21:00-22:00,21:00-22:00,2023/06/07 00:00:00+00,07.06.2023 ,2023/06,Červen 2023,4,1,5
18455,M016,2023/06/07 21:59:59+00,07.06.2023 22:00-23:00,22:00-23:00,2023/06/07 00:00:00+00,07.06.2023 ,2023/06,Červen 2023,0,0,0
18456,M016,2023/06/07 23:00:00+00,07.06.2023 23:00-24:00,23:00-24:00,2023/06/07 00:00:00+00,07.06.2023 ,2023/06,Červen 2023,0,0,0
18457,M016,2023/06/08 00:00:00+00,08.06.2023 00:00-01:00,00:00-01:00,2023/06/08 00:00:00+00,08.06.2023 ,2023/06,Červen 2023,0,1,1
18458,M016,2023/06/08 00:59:59+00,08.06.2023 01:00-02:00,01:00-02:00,2023/06/08 00:00:00+00,08.06.2023 ,2023/06,Červen 2023,0,0,0
18459,M016,2023/06/08 02:00:00+00,08.06.2023 02:00-03:00,02:00-03:00,2023/06/08 00:00:00+00,08.06.2023 ,2023/06,Červen 2023,0,0,0
18460,M016,2023/06/08 03:00:00+00,08.06.2023 03:00-04:00,03:00-04:00,2023/06/08 00:00:00+00,08.06.2023 ,2023/06,Červen 2023,1,0,1
18461,M016,2023/06/08 03:59:59+00,08.06.2023 04:00-05:00,04:00-05:00,2023/06/08 00:00:00+00,08.06.2023 ,2023/06,Červen 2023,2,1,3
18462,M016,2023/06/08 05:00:00+00,08.06.2023 05:00-06:00,05:00-06:00,2023/06/08 00:00:00+00,08.06.2023 ,2023/06,Červen 2023,0,2,2
18463,M016,2023/06/08 06:00:00+00,08.06.2023 06:00-07:00,06:00-07:00,2023/06/08 00:00:00+00,08.06.2023 ,2023/06,Červen 2023,8,8,16
18464,M016,2023/06/08 06:59:59+00,08.06.2023 07:00-08:00,07:00-08:00,2023/06/08 00:00:00+00,08.06.2023 ,2023/06,Červen 2023,26,26,52
18465,M016,2023/06/08 08:00:00+00,08.06.2023 08:00-09:00,08:00-09:00,2023/06/08 00:00:00+00,08.06.2023 ,2023/06,Červen 2023,39,41,80
18466,M016,2023/06/08 09:00:00+00,08.06.2023 09:00-10:00,09:00-10:00,2023/06/08 00:00:00+00,08.06.2023 ,2023/06,Červen 2023,21,16,37
18467,M016,2023/06/08 09:59:59+00,08.06.2023 10:00-11:00,10:00-11:00,2023/06/08 00:00:00+00,08.06.2023 ,2023/06,Červen 2023,32,24,56
18468,M016,2023/06/08 11:00:00+00,08.06.2023 11:00-12:00,11:00-12:00,2023/06/08 00:00:00+00,08.06.2023 ,2023/06,Červen 2023,36,31,67
18469,M016,2023/06/08 12:00:00+00,08.06.2023 12:00-13:00,12:00-13:00,2023/06/08 00:00:00+00,08.06.2023 ,2023/06,Červen 2023,50,36,86
18470,M016,2023/06/08 12:59:59+00,08.06.2023 13:00-14:00,13:00-14:00,2023/06/08 00:00:00+00,08.06.2023 ,2023/06,Červen 2023,15,17,32
